category,yyyy,mm,platform_type,gmv
애완용품,2019,5,web,"24,044"
여행 및 교통서비스,2019,5,web,"614,613"
문화 및 레저서비스,2019,5,web,"100,869"
e쿠폰서비스,2019,5,web,"35,151"
음식서비스,2019,5,web,"49,857"
기타서비스,2019,5,web,"45,501"
기타,2019,5,web,"97,398"
컴퓨터 및 주변기기,2019,6,mobile,"148,657"
가전·전자·통신기기,2019,6,mobile,"688,858"
서적,2019,6,mobile,"52,055"
사무·문구,2019,6,mobile,"30,694"
의복,2019,6,mobile,"693,361"
신발,2019,6,mobile,"126,674"
가방,2019,6,mobile,"161,773"
패션용품 및 액세서리,2019,6,mobile,"149,156"
스포츠·레저용품,2019,6,mobile,"217,734"
화장품,2019,6,mobile,"569,708"
아동·유아용품,2019,6,mobile,"228,542"
음·식료품,2019,6,mobile,"703,854"
농축수산물,2019,6,mobile,"190,836"
생활용품,2019,6,mobile,"544,587"
자동차 및 자동차용품,2019,6,mobile,"59,477"
가구,2019,6,mobile,"180,435"
애완용품,2019,6,mobile,"55,761"
여행 및 교통서비스,2019,6,mobile,"871,038"
문화 및 레저서비스,2019,6,mobile,"137,409"
e쿠폰서비스,2019,6,mobile,"226,581"
음식서비스,2019,6,mobile,"722,286"
기타서비스,2019,6,mobile,"43,805"
기타,2019,6,mobile,"86,824"
컴퓨터 및 주변기기,2019,6,web,"240,539"
가전·전자·통신기기,2019,6,web,"488,946"
서적,2019,6,web,"70,403"
사무·문구,2019,6,web,"32,913"
의복,2019,6,web,"440,260"
신발,2019,6,web,"84,744"
가방,2019,6,web,"48,750"
패션용품 및 액세서리,2019,6,web,"66,261"
스포츠·레저용품,2019,6,web,"145,672"
화장품,2019,6,web,"375,254"
아동·유아용품,2019,6,web,"75,393"
음·식료품,2019,6,web,"336,297"
농축수산물,2019,6,web,"79,003"
생활용품,2019,6,web,"267,664"
자동차 및 자동차용품,2019,6,web,"39,230"
가구,2019,6,web,"93,606"
애완용품,2019,6,web,"22,063"
여행 및 교통서비스,2019,6,web,"612,674"
문화 및 레저서비스,2019,6,web,"110,917"
e쿠폰서비스,2019,6,web,"33,275"
음식서비스,2019,6,web,"52,192"
기타서비스,2019,6,web,"44,161"
기타,2019,6,web,"74,843"
컴퓨터 및 주변기기,2019,7,mobile,"171,823"
가전·전자·통신기기,2019,7,mobile,"708,286"
서적,2019,7,mobile,"66,886"
사무·문구,2019,7,mobile,"33,219"
의복,2019,7,mobile,"682,223"
신발,2019,7,mobile,"127,793"
가방,2019,7,mobile,"155,097"
패션용품 및 액세서리,2019,7,mobile,"161,154"
스포츠·레저용품,2019,7,mobile,"231,926"
화장품,2019,7,mobile,"589,441"
아동·유아용품,2019,7,mobile,"236,846"
음·식료품,2019,7,mobile,"734,948"
농축수산물,2019,7,mobile,"199,602"
생활용품,2019,7,mobile,"564,752"
자동차 및 자동차용품,2019,7,mobile,"58,536"
가구,2019,7,mobile,"173,145"
애완용품,2019,7,mobile,"55,767"
여행 및 교통서비스,2019,7,mobile,"994,070"
문화 및 레저서비스,2019,7,mobile,"122,460"
e쿠폰서비스,2019,7,mobile,"246,695"
음식서비스,2019,7,mobile,"773,268"
기타서비스,2019,7,mobile,"51,758"
기타,2019,7,mobile,"97,630"
컴퓨터 및 주변기기,2019,7,web,"271,299"
가전·전자·통신기기,2019,7,web,"522,133"
서적,2019,7,web,"89,520"
사무·문구,2019,7,web,"36,270"
의복,2019,7,web,"457,448"
신발,2019,7,web,"77,272"
가방,2019,7,web,"54,842"
패션용품 및 액세서리,2019,7,web,"70,801"
스포츠·레저용품,2019,7,web,"159,170"
화장품,2019,7,web,"397,100"
아동·유아용품,2019,7,web,"81,422"
음·식료품,2019,7,web,"358,010"
농축수산물,2019,7,web,"83,075"
생활용품,2019,7,web,"280,599"
자동차 및 자동차용품,2019,7,web,"38,768"
가구,2019,7,web,"93,750"
애완용품,2019,7,web,"22,177"
여행 및 교통서비스,2019,7,web,"657,421"
문화 및 레저서비스,2019,7,web,"93,469"
e쿠폰서비스,2019,7,web,"35,781"
음식서비스,2019,7,web,"55,648"
기타서비스,2019,7,web,"44,998"
기타,2019,7,web,"84,678"
컴퓨터 및 주변기기,2019,8,mobile,"178,221"
가전·전자·통신기기,2019,8,mobile,"687,235"
서적,2019,8,mobile,"65,476"
사무·문구,2019,8,mobile,"32,838"
의복,2019,8,mobile,"564,575"
신발,2019,8,mobile,"102,668"
가방,2019,8,mobile,"170,164"
패션용품 및 액세서리,2019,8,mobile,"146,760"
스포츠·레저용품,2019,8,mobile,"201,643"
화장품,2019,8,mobile,"606,331"
아동·유아용품,2019,8,mobile,"233,726"
음·식료품,2019,8,mobile,"808,494"
농축수산물,2019,8,mobile,"217,195"
생활용품,2019,8,mobile,"586,206"
자동차 및 자동차용품,2019,8,mobile,"61,443"
가구,2019,8,mobile,"186,216"
애완용품,2019,8,mobile,"55,364"
여행 및 교통서비스,2019,8,mobile,"1,034,627"
문화 및 레저서비스,2019,8,mobile,"123,257"
e쿠폰서비스,2019,8,mobile,"255,559"
음식서비스,2019,8,mobile,"857,555"
기타서비스,2019,8,mobile,"70,896"
기타,2019,8,mobile,"96,433"
컴퓨터 및 주변기기,2019,8,web,"269,744"
가전·전자·통신기기,2019,8,web,"511,230"
서적,2019,8,web,"88,775"
사무·문구,2019,8,web,"36,165"
의복,2019,8,web,"347,920"
신발,2019,8,web,"59,872"
가방,2019,8,web,"52,064"
패션용품 및 액세서리,2019,8,web,"65,641"
스포츠·레저용품,2019,8,web,"136,062"
화장품,2019,8,web,"433,334"
아동·유아용품,2019,8,web,"75,234"
음·식료품,2019,8,web,"407,028"
농축수산물,2019,8,web,"104,335"
생활용품,2019,8,web,"288,626"
자동차 및 자동차용품,2019,8,web,"50,770"
가구,2019,8,web,"93,136"
애완용품,2019,8,web,"21,988"
여행 및 교통서비스,2019,8,web,"658,142"
문화 및 레저서비스,2019,8,web,"96,812"
e쿠폰서비스,2019,8,web,"53,619"
음식서비스,2019,8,web,"59,450"
기타서비스,2019,8,web,"58,226"
기타,2019,8,web,"107,102"
컴퓨터 및 주변기기,2019,9,mobile,"174,623"
가전·전자·통신기기,2019,9,mobile,"634,009"
서적,2019,9,mobile,"65,084"
사무·문구,2019,9,mobile,"34,068"
의복,2019,9,mobile,"755,340"
신발,2019,9,mobile,"122,879"
가방,2019,9,mobile,"174,824"
패션용품 및 액세서리,2019,9,mobile,"146,480"
스포츠·레저용품,2019,9,mobile,"205,431"
화장품,2019,9,mobile,"618,749"
아동·유아용품,2019,9,mobile,"244,722"
음·식료품,2019,9,mobile,"823,544"
농축수산물,2019,9,mobile,"247,714"
생활용품,2019,9,mobile,"577,839"
자동차 및 자동차용품,2019,9,mobile,"74,993"
가구,2019,9,mobile,"199,190"
애완용품,2019,9,mobile,"57,337"
여행 및 교통서비스,2019,9,mobile,"836,955"
문화 및 레저서비스,2019,9,mobile,"83,400"
e쿠폰서비스,2019,9,mobile,"242,452"
음식서비스,2019,9,mobile,"799,765"
기타서비스,2019,9,mobile,"59,355"
기타,2019,9,mobile,"112,710"
컴퓨터 및 주변기기,2019,9,web,"261,053"
가전·전자·통신기기,2019,9,web,"462,355"
서적,2019,9,web,"82,034"
사무·문구,2019,9,web,"35,372"
의복,2019,9,web,"431,788"
신발,2019,9,web,"78,129"
가방,2019,9,web,"54,017"
패션용품 및 액세서리,2019,9,web,"65,576"
스포츠·레저용품,2019,9,web,"138,503"
화장품,2019,9,web,"483,892"
아동·유아용품,2019,9,web,"80,547"
음·식료품,2019,9,web,"410,214"
농축수산물,2019,9,web,"126,828"
생활용품,2019,9,web,"281,795"
자동차 및 자동차용품,2019,9,web,"94,800"
가구,2019,9,web,"92,330"
애완용품,2019,9,web,"25,333"
여행 및 교통서비스,2019,9,web,"533,192"
문화 및 레저서비스,2019,9,web,"83,251"
e쿠폰서비스,2019,9,web,"34,358"
음식서비스,2019,9,web,"55,127"
기타서비스,2019,9,web,"115,446"
기타,2019,9,web,"80,243"
컴퓨터 및 주변기기,2019,10,mobile,"170,182"
가전·전자·통신기기,2019,10,mobile,"674,287"
서적,2019,10,mobile,"58,084"
사무·문구,2019,10,mobile,"39,956"
의복,2019,10,mobile,"903,280"
신발,2019,10,mobile,"129,679"
가방,2019,10,mobile,"180,964"
패션용품 및 액세서리,2019,10,mobile,"142,827"
스포츠·레저용품,2019,10,mobile,"246,005"
화장품,2019,10,mobile,"655,866"
아동·유아용품,2019,10,mobile,"264,669"
음·식료품,2019,10,mobile,"827,011"
농축수산물,2019,10,mobile,"224,229"
생활용품,2019,10,mobile,"616,337"
자동차 및 자동차용품,2019,10,mobile,"64,363"
가구,2019,10,mobile,"223,859"
애완용품,2019,10,mobile,"63,472"
여행 및 교통서비스,2019,10,mobile,"888,311"
문화 및 레저서비스,2019,10,mobile,"91,494"
e쿠폰서비스,2019,10,mobile,"266,750"
음식서비스,2019,10,mobile,"854,572"
기타서비스,2019,10,mobile,"57,826"
기타,2019,10,mobile,"108,815"
컴퓨터 및 주변기기,2019,10,web,"274,936"
가전·전자·통신기기,2019,10,web,"525,905"
서적,2019,10,web,"75,696"
사무·문구,2019,10,web,"38,660"
의복,2019,10,web,"509,999"
신발,2019,10,web,"82,966"
가방,2019,10,web,"54,563"
패션용품 및 액세서리,2019,10,web,"63,501"
스포츠·레저용품,2019,10,web,"160,646"
화장품,2019,10,web,"502,379"
아동·유아용품,2019,10,web,"84,728"
음·식료품,2019,10,web,"363,472"
농축수산물,2019,10,web,"88,826"
생활용품,2019,10,web,"291,248"
자동차 및 자동차용품,2019,10,web,"42,339"
가구,2019,10,web,"100,944"
애완용품,2019,10,web,"25,295"
여행 및 교통서비스,2019,10,web,"598,342"
문화 및 레저서비스,2019,10,web,"115,207"
e쿠폰서비스,2019,10,web,"35,621"
음식서비스,2019,10,web,"59,150"
기타서비스,2019,10,web,"63,323"
기타,2019,10,web,"97,450"
컴퓨터 및 주변기기,2019,11,mobile,"221,639"
가전·전자·통신기기,2019,11,mobile,"789,341"
서적,2019,11,mobile,"63,125"
사무·문구,2019,11,mobile,"42,511"
의복,2019,11,mobile,"1,117,449"
신발,2019,11,mobile,"154,452"
가방,2019,11,mobile,"176,678"
패션용품 및 액세서리,2019,11,mobile,"153,004"
스포츠·레저용품,2019,11,mobile,"259,311"
화장품,2019,11,mobile,"680,151"
아동·유아용품,2019,11,mobile,"277,017"
음·식료품,2019,11,mobile,"838,922"
농축수산물,2019,11,mobile,"231,804"
생활용품,2019,11,mobile,"637,539"
자동차 및 자동차용품,2019,11,mobile,"67,121"
가구,2019,11,mobile,"223,689"
애완용품,2019,11,mobile,"62,941"
여행 및 교통서비스,2019,11,mobile,"889,622"
문화 및 레저서비스,2019,11,mobile,"118,599"
e쿠폰서비스,2019,11,mobile,"323,632"
음식서비스,2019,11,mobile,"965,853"
기타서비스,2019,11,mobile,"56,116"
기타,2019,11,mobile,"109,016"
컴퓨터 및 주변기기,2019,11,web,"306,368"
가전·전자·통신기기,2019,11,web,"568,012"
서적,2019,11,web,"84,329"
사무·문구,2019,11,web,"42,881"
의복,2019,11,web,"592,593"
신발,2019,11,web,"97,033"
가방,2019,11,web,"55,558"
패션용품 및 액세서리,2019,11,web,"63,314"
스포츠·레저용품,2019,11,web,"157,915"
화장품,2019,11,web,"530,197"
아동·유아용품,2019,11,web,"84,398"
음·식료품,2019,11,web,"359,235"
농축수산물,2019,11,web,"94,042"
생활용품,2019,11,web,"295,220"
자동차 및 자동차용품,2019,11,web,"92,297"
가구,2019,11,web,"105,773"
애완용품,2019,11,web,"23,474"
여행 및 교통서비스,2019,11,web,"607,963"
문화 및 레저서비스,2019,11,web,"88,214"
e쿠폰서비스,2019,11,web,"45,788"
음식서비스,2019,11,web,"61,128"
기타서비스,2019,11,web,"78,458"
기타,2019,11,web,"97,884"
컴퓨터 및 주변기기,2019,12,mobile,"214,960"
가전·전자·통신기기,2019,12,mobile,"694,448"
서적,2019,12,mobile,"79,550"
사무·문구,2019,12,mobile,"53,476"
의복,2019,12,mobile,"942,040"
신발,2019,12,mobile,"134,564"
가방,2019,12,mobile,"187,674"
패션용품 및 액세서리,2019,12,mobile,"172,999"
스포츠·레저용품,2019,12,mobile,"219,167"
화장품,2019,12,mobile,"700,083"
아동·유아용품,2019,12,mobile,"333,894"
음·식료품,2019,12,mobile,"840,785"
농축수산물,2019,12,mobile,"241,793"
생활용품,2019,12,mobile,"628,739"
자동차 및 자동차용품,2019,12,mobile,"66,041"
가구,2019,12,mobile,"219,652"
애완용품,2019,12,mobile,"62,290"
여행 및 교통서비스,2019,12,mobile,"977,716"
문화 및 레저서비스,2019,12,mobile,"116,169"
e쿠폰서비스,2019,12,mobile,"304,831"
음식서비스,2019,12,mobile,"991,679"
기타서비스,2019,12,mobile,"86,448"
기타,2019,12,mobile,"113,636"
컴퓨터 및 주변기기,2019,12,web,"339,917"
가전·전자·통신기기,2019,12,web,"518,944"
서적,2019,12,web,"99,281"
사무·문구,2019,12,web,"49,822"
의복,2019,12,web,"520,303"
신발,2019,12,web,"97,311"
가방,2019,12,web,"57,540"
패션용품 및 액세서리,2019,12,web,"69,366"
스포츠·레저용품,2019,12,web,"142,094"
화장품,2019,12,web,"492,965"
아동·유아용품,2019,12,web,"108,853"
음·식료품,2019,12,web,"376,396"
농축수산물,2019,12,web,"99,393"
생활용품,2019,12,web,"298,547"
자동차 및 자동차용품,2019,12,web,"49,755"
가구,2019,12,web,"104,115"
애완용품,2019,12,web,"24,735"
여행 및 교통서비스,2019,12,web,"641,388"
문화 및 레저서비스,2019,12,web,"68,436"
e쿠폰서비스,2019,12,web,"40,531"
음식서비스,2019,12,web,"67,608"
기타서비스,2019,12,web,"93,809"
기타,2019,12,web,"100,009"
컴퓨터 및 주변기기,2020,1,mobile,"238,309"
가전·전자·통신기기,2020,1,mobile,"685,416"
서적,2020,1,mobile,"82,439"
사무·문구,2020,1,mobile,"42,788"
의복,2020,1,mobile,"683,647"
신발,2020,1,mobile,"114,382"
가방,2020,1,mobile,"157,219"
패션용품 및 액세서리,2020,1,mobile,"142,129"
스포츠·레저용품,2020,1,mobile,"174,758"
화장품,2020,1,mobile,"652,755"
아동·유아용품,2020,1,mobile,"264,560"
음·식료품,2020,1,mobile,"997,631"
농축수산물,2020,1,mobile,"315,880"
생활용품,2020,1,mobile,"681,455"
자동차 및 자동차용품,2020,1,mobile,"65,217"
가구,2020,1,mobile,"208,218"
애완용품,2020,1,mobile,"63,714"
여행 및 교통서비스,2020,1,mobile,"972,843"
문화 및 레저서비스,2020,1,mobile,"102,660"
e쿠폰서비스,2020,1,mobile,"276,030"
음식서비스,2020,1,mobile,"997,216"
기타서비스,2020,1,mobile,"86,860"
기타,2020,1,mobile,"210,358"
컴퓨터 및 주변기기,2020,1,web,"301,925"
가전·전자·통신기기,2020,1,web,"448,582"
서적,2020,1,web,"88,986"
사무·문구,2020,1,web,"37,712"
의복,2020,1,web,"356,705"
신발,2020,1,web,"66,449"
가방,2020,1,web,"53,886"
패션용품 및 액세서리,2020,1,web,"59,017"
스포츠·레저용품,2020,1,web,"113,071"
화장품,2020,1,web,"470,823"
아동·유아용품,2020,1,web,"76,216"
음·식료품,2020,1,web,"419,658"
농축수산물,2020,1,web,"173,795"
생활용품,2020,1,web,"288,619"
자동차 및 자동차용품,2020,1,web,"48,998"
가구,2020,1,web,"92,291"
애완용품,2020,1,web,"21,426"
여행 및 교통서비스,2020,1,web,"593,641"
문화 및 레저서비스,2020,1,web,"60,597"
e쿠폰서비스,2020,1,web,"35,662"
음식서비스,2020,1,web,"66,544"
기타서비스,2020,1,web,"86,008"
기타,2020,1,web,"131,769"
컴퓨터 및 주변기기,2020,2,mobile,"278,782"
가전·전자·통신기기,2020,2,mobile,"784,721"
서적,2020,2,mobile,"88,641"
사무·문구,2020,2,mobile,"49,820"
의복,2020,2,mobile,"620,807"
신발,2020,2,mobile,"118,697"
가방,2020,2,mobile,"156,933"
패션용품 및 액세서리,2020,2,mobile,"129,232"
스포츠·레저용품,2020,2,mobile,"180,929"
화장품,2020,2,mobile,"620,778"
아동·유아용품,2020,2,mobile,"309,813"
음·식료품,2020,2,mobile,"1,069,156"
농축수산물,2020,2,mobile,"321,804"
생활용품,2020,2,mobile,"822,821"
자동차 및 자동차용품,2020,2,mobile,"78,169"
가구,2020,2,mobile,"252,348"
애완용품,2020,2,mobile,"65,049"
여행 및 교통서비스,2020,2,mobile,"459,690"
문화 및 레저서비스,2020,2,mobile,"35,845"
e쿠폰서비스,2020,2,mobile,"292,809"
음식서비스,2020,2,mobile,"1,066,239"
기타서비스,2020,2,mobile,"88,266"
기타,2020,2,mobile,"204,146"
컴퓨터 및 주변기기,2020,2,web,"329,884"
가전·전자·통신기기,2020,2,web,"549,920"
서적,2020,2,web,"101,893"
사무·문구,2020,2,web,"40,423"
의복,2020,2,web,"328,545"
신발,2020,2,web,"72,840"
가방,2020,2,web,"53,835"
패션용품 및 액세서리,2020,2,web,"54,856"
스포츠·레저용품,2020,2,web,"116,886"
화장품,2020,2,web,"427,818"
아동·유아용품,2020,2,web,"85,676"
음·식료품,2020,2,web,"413,773"
농축수산물,2020,2,web,"141,267"
생활용품,2020,2,web,"334,437"
자동차 및 자동차용품,2020,2,web,"83,451"
가구,2020,2,web,"115,771"
애완용품,2020,2,web,"20,749"
여행 및 교통서비스,2020,2,web,"248,216"
문화 및 레저서비스,2020,2,web,"29,753"
e쿠폰서비스,2020,2,web,"36,359"
음식서비스,2020,2,web,"69,027"
기타서비스,2020,2,web,"74,029"
기타,2020,2,web,"121,032"
컴퓨터 및 주변기기,2020,3,mobile,"304,573"
가전·전자·통신기기,2020,3,mobile,"826,010"
서적,2020,3,mobile,"123,680"
사무·문구,2020,3,mobile,"51,998"
의복,2020,3,mobile,"782,030"
신발,2020,3,mobile,"138,803"
가방,2020,3,mobile,"168,962"
패션용품 및 액세서리,2020,3,mobile,"128,844"
스포츠·레저용품,2020,3,mobile,"234,317"
화장품,2020,3,mobile,"450,057"
아동·유아용품,2020,3,mobile,"328,583"
음·식료품,2020,3,mobile,"1,203,192"
농축수산물,2020,3,mobile,"390,677"
생활용품,2020,3,mobile,"903,970"
자동차 및 자동차용품,2020,3,mobile,"87,503"
가구,2020,3,mobile,"308,180"
애완용품,2020,3,mobile,"68,810"
여행 및 교통서비스,2020,3,mobile,"254,940"
문화 및 레저서비스,2020,3,mobile,"16,582"
e쿠폰서비스,2020,3,mobile,"304,032"
음식서비스,2020,3,mobile,"1,179,983"
기타서비스,2020,3,mobile,"38,638"
기타,2020,3,mobile,"190,282"
컴퓨터 및 주변기기,2020,3,web,"377,158"
가전·전자·통신기기,2020,3,web,"582,588"
서적,2020,3,web,"138,724"
사무·문구,2020,3,web,"38,970"
의복,2020,3,web,"391,349"
신발,2020,3,web,"88,467"
가방,2020,3,web,"51,586"
패션용품 및 액세서리,2020,3,web,"56,456"
스포츠·레저용품,2020,3,web,"135,097"
화장품,2020,3,web,"530,855"
아동·유아용품,2020,3,web,"89,378"
음·식료품,2020,3,web,"437,677"
농축수산물,2020,3,web,"136,459"
생활용품,2020,3,web,"361,472"
자동차 및 자동차용품,2020,3,web,"124,634"
가구,2020,3,web,"131,584"
애완용품,2020,3,web,"22,744"
여행 및 교통서비스,2020,3,web,"72,816"
문화 및 레저서비스,2020,3,web,"20,922"
e쿠폰서비스,2020,3,web,"49,142"
음식서비스,2020,3,web,"72,413"
기타서비스,2020,3,web,"40,834"
기타,2020,3,web,"139,372"
컴퓨터 및 주변기기,2020,4,mobile,"280,447"
가전·전자·통신기기,2020,4,mobile,"767,352"
서적,2020,4,mobile,"98,270"
사무·문구,2020,4,mobile,"46,965"
의복,2020,4,mobile,"751,587"
신발,2020,4,mobile,"134,375"
가방,2020,4,mobile,"149,861"
패션용품 및 액세서리,2020,4,mobile,"116,162"
스포츠·레저용품,2020,4,mobile,"275,653"
화장품,2020,4,mobile,"365,424"
아동·유아용품,2020,4,mobile,"312,823"
음·식료품,2020,4,mobile,"1,105,314"
농축수산물,2020,4,mobile,"338,417"
생활용품,2020,4,mobile,"764,902"
자동차 및 자동차용품,2020,4,mobile,"84,478"
가구,2020,4,mobile,"283,403"
애완용품,2020,4,mobile,"67,818"
여행 및 교통서비스,2020,4,mobile,"342,227"
문화 및 레저서비스,2020,4,mobile,"20,416"
e쿠폰서비스,2020,4,mobile,"298,651"
음식서비스,2020,4,mobile,"1,185,478"
기타서비스,2020,4,mobile,"70,880"
기타,2020,4,mobile,"149,633"
컴퓨터 및 주변기기,2020,4,web,"354,329"
가전·전자·통신기기,2020,4,web,"566,950"
서적,2020,4,web,"107,302"
사무·문구,2020,4,web,"36,508"
의복,2020,4,web,"410,800"
신발,2020,4,web,"92,270"
가방,2020,4,web,"50,182"
패션용품 및 액세서리,2020,4,web,"54,101"
스포츠·레저용품,2020,4,web,"163,511"
화장품,2020,4,web,"594,926"
아동·유아용품,2020,4,web,"99,064"
음·식료품,2020,4,web,"418,214"
농축수산물,2020,4,web,"140,946"
생활용품,2020,4,web,"343,934"
자동차 및 자동차용품,2020,4,web,"49,515"
가구,2020,4,web,"126,052"
애완용품,2020,4,web,"23,105"
여행 및 교통서비스,2020,4,web,"100,055"
문화 및 레저서비스,2020,4,web,"26,871"
e쿠폰서비스,2020,4,web,"40,301"
음식서비스,2020,4,web,"77,609"
기타서비스,2020,4,web,"59,250"
기타,2020,4,web,"107,497"
컴퓨터 및 주변기기,2020,5,mobile,"246,569"
가전·전자·통신기기,2020,5,mobile,"942,818"
서적,2020,5,mobile,"77,605"
사무·문구,2020,5,mobile,"47,679"
의복,2020,5,mobile,"887,471"
신발,2020,5,mobile,"170,792"
가방,2020,5,mobile,"173,519"
패션용품 및 액세서리,2020,5,mobile,"134,693"
스포츠·레저용품,2020,5,mobile,"319,037"
화장품,2020,5,mobile,"410,641"
아동·유아용품,2020,5,mobile,"323,628"
음·식료품,2020,5,mobile,"1,085,139"
농축수산물,2020,5,mobile,"321,211"
생활용품,2020,5,mobile,"826,618"
자동차 및 자동차용품,2020,5,mobile,"94,084"
가구,2020,5,mobile,"282,845"
애완용품,2020,5,mobile,"69,205"
여행 및 교통서비스,2020,5,mobile,"434,106"
문화 및 레저서비스,2020,5,mobile,"36,162"
e쿠폰서비스,2020,5,mobile,"299,199"
음식서비스,2020,5,mobile,"1,232,449"
기타서비스,2020,5,mobile,"56,747"
기타,2020,5,mobile,"213,462"
컴퓨터 및 주변기기,2020,5,web,"337,425"
가전·전자·통신기기,2020,5,web,"605,211"
서적,2020,5,web,"92,404"
사무·문구,2020,5,web,"36,296"
의복,2020,5,web,"455,932"
신발,2020,5,web,"113,343"
가방,2020,5,web,"52,643"
패션용품 및 액세서리,2020,5,web,"60,071"
스포츠·레저용품,2020,5,web,"176,331"
화장품,2020,5,web,"522,392"
아동·유아용품,2020,5,web,"91,002"
음·식료품,2020,5,web,"394,341"
농축수산물,2020,5,web,"112,419"
생활용품,2020,5,web,"352,541"
자동차 및 자동차용품,2020,5,web,"49,775"
가구,2020,5,web,"124,275"
애완용품,2020,5,web,"21,840"
여행 및 교통서비스,2020,5,web,"130,938"
문화 및 레저서비스,2020,5,web,"39,249"
e쿠폰서비스,2020,5,web,"45,509"
음식서비스,2020,5,web,"88,288"
기타서비스,2020,5,web,"47,108"
기타,2020,5,web,"113,331"
컴퓨터 및 주변기기,2020,6,mobile,"210,993"
가전·전자·통신기기,2020,6,mobile,"927,580"
서적,2020,6,mobile,"79,271"
사무·문구,2020,6,mobile,"44,571"
의복,2020,6,mobile,"871,165"
신발,2020,6,mobile,"165,119"
가방,2020,6,mobile,"186,234"
패션용품 및 액세서리,2020,6,mobile,"136,218"
스포츠·레저용품,2020,6,mobile,"316,903"
화장품,2020,6,mobile,"414,836"
아동·유아용품,2020,6,mobile,"293,868"
음·식료품,2020,6,mobile,"1,036,453"
농축수산물,2020,6,mobile,"304,447"
생활용품,2020,6,mobile,"833,898"
자동차 및 자동차용품,2020,6,mobile,"95,622"
가구,2020,6,mobile,"279,513"
애완용품,2020,6,mobile,"66,741"
여행 및 교통서비스,2020,6,mobile,"458,177"
문화 및 레저서비스,2020,6,mobile,"31,763"
e쿠폰서비스,2020,6,mobile,"271,653"
음식서비스,2020,6,mobile,"1,184,977"
기타서비스,2020,6,mobile,"56,611"
기타,2020,6,mobile,"184,027"
컴퓨터 및 주변기기,2020,6,web,"314,965"
가전·전자·통신기기,2020,6,web,"591,071"
서적,2020,6,web,"91,448"
사무·문구,2020,6,web,"37,294"
의복,2020,6,web,"452,153"
신발,2020,6,web,"119,166"
가방,2020,6,web,"54,894"
패션용품 및 액세서리,2020,6,web,"56,909"
스포츠·레저용품,2020,6,web,"177,942"
화장품,2020,6,web,"568,161"
아동·유아용품,2020,6,web,"85,743"
음·식료품,2020,6,web,"407,969"
농축수산물,2020,6,web,"129,635"
생활용품,2020,6,web,"361,947"
자동차 및 자동차용품,2020,6,web,"165,844"
가구,2020,6,web,"125,034"
애완용품,2020,6,web,"21,824"
여행 및 교통서비스,2020,6,web,"149,162"
문화 및 레저서비스,2020,6,web,"39,387"
e쿠폰서비스,2020,6,web,"42,651"
음식서비스,2020,6,web,"68,416"
기타서비스,2020,6,web,"53,827"
기타,2020,6,web,"112,276"
컴퓨터 및 주변기기,2020,7,mobile,"240,302"
가전·전자·통신기기,2020,7,mobile,"842,591"
서적,2020,7,mobile,"88,038"
사무·문구,2020,7,mobile,"46,552"
의복,2020,7,mobile,"718,354"
신발,2020,7,mobile,"145,265"
가방,2020,7,mobile,"183,858"
패션용품 및 액세서리,2020,7,mobile,"144,458"
스포츠·레저용품,2020,7,mobile,"327,468"
화장품,2020,7,mobile,"404,300"
아동·유아용품,2020,7,mobile,"297,078"
음·식료품,2020,7,mobile,"1,148,604"
농축수산물,2020,7,mobile,"327,982"
생활용품,2020,7,mobile,"878,804"
자동차 및 자동차용품,2020,7,mobile,"102,898"
가구,2020,7,mobile,"266,893"
애완용품,2020,7,mobile,"73,843"
여행 및 교통서비스,2020,7,mobile,"615,014"
문화 및 레저서비스,2020,7,mobile,"53,281"
e쿠폰서비스,2020,7,mobile,"275,542"
음식서비스,2020,7,mobile,"1,305,390"
기타서비스,2020,7,mobile,"63,903"
기타,2020,7,mobile,"202,260"
컴퓨터 및 주변기기,2020,7,web,"360,071"
가전·전자·통신기기,2020,7,web,"548,307"
서적,2020,7,web,"99,074"
사무·문구,2020,7,web,"38,493"
의복,2020,7,web,"387,194"
신발,2020,7,web,"101,115"
가방,2020,7,web,"56,190"
패션용품 및 액세서리,2020,7,web,"63,934"
스포츠·레저용품,2020,7,web,"184,496"
화장품,2020,7,web,"600,236"
아동·유아용품,2020,7,web,"86,980"
음·식료품,2020,7,web,"442,216"
농축수산물,2020,7,web,"152,434"
생활용품,2020,7,web,"348,794"
자동차 및 자동차용품,2020,7,web,"55,980"
가구,2020,7,web,"123,146"
애완용품,2020,7,web,"23,012"
여행 및 교통서비스,2020,7,web,"190,696"
문화 및 레저서비스,2020,7,web,"47,475"
e쿠폰서비스,2020,7,web,"61,011"
음식서비스,2020,7,web,"73,165"
기타서비스,2020,7,web,"54,604"
기타,2020,7,web,"115,544"
컴퓨터 및 주변기기,2020,8,mobile,"261,989"
가전·전자·통신기기,2020,8,mobile,"1,030,839"
서적,2020,8,mobile,"96,318"
사무·문구,2020,8,mobile,"43,626"
의복,2020,8,mobile,"587,937"
신발,2020,8,mobile,"120,118"
가방,2020,8,mobile,"175,686"
패션용품 및 액세서리,2020,8,mobile,"134,442"
스포츠·레저용품,2020,8,mobile,"278,661"
화장품,2020,8,mobile,"402,403"
아동·유아용품,2020,8,mobile,"299,524"
음·식료품,2020,8,mobile,"1,216,328"
