category,yyyy,mm,platform_type,gmv
여행 및 교통서비스,2018,3,mobile,"694,525"
문화 및 레저서비스,2018,3,mobile,"75,329"
e쿠폰서비스,2018,3,mobile,"115,826"
음식서비스,2018,3,mobile,"325,867"
기타서비스,2018,3,mobile,"29,349"
기타,2018,3,mobile,"147,626"
컴퓨터 및 주변기기,2018,3,web,"310,948"
가전·전자·통신기기,2018,3,web,"435,766"
서적,2018,3,web,"121,120"
사무·문구,2018,3,web,"51,251"
의복,2018,3,web,"482,845"
신발,2018,3,web,"56,004"
가방,2018,3,web,"50,380"
패션용품 및 액세서리,2018,3,web,"71,766"
스포츠·레저용품,2018,3,web,"123,291"
화장품,2018,3,web,"391,775"
아동·유아용품,2018,3,web,"84,298"
음·식료품,2018,3,web,"292,272"
농축수산물,2018,3,web,"76,413"
생활용품,2018,3,web,"271,316"
자동차 및 자동차용품,2018,3,web,"36,667"
가구,2018,3,web,"102,507"
애완용품,2018,3,web,"22,960"
여행 및 교통서비스,2018,3,web,"569,662"
문화 및 레저서비스,2018,3,web,"96,087"
e쿠폰서비스,2018,3,web,"23,768"
음식서비스,2018,3,web,"35,896"
기타서비스,2018,3,web,"32,485"
기타,2018,3,web,"129,620"
컴퓨터 및 주변기기,2018,4,mobile,"165,240"
가전·전자·통신기기,2018,4,mobile,"524,596"
서적,2018,4,mobile,"52,865"
사무·문구,2018,4,mobile,"26,145"
의복,2018,4,mobile,"630,323"
신발,2018,4,mobile,"113,580"
가방,2018,4,mobile,"136,272"
패션용품 및 액세서리,2018,4,mobile,"131,549"
스포츠·레저용품,2018,4,mobile,"169,509"
화장품,2018,4,mobile,"438,758"
아동·유아용품,2018,4,mobile,"234,743"
음·식료품,2018,4,mobile,"525,617"
농축수산물,2018,4,mobile,"144,262"
생활용품,2018,4,mobile,"437,644"
자동차 및 자동차용품,2018,4,mobile,"49,851"
가구,2018,4,mobile,"165,191"
애완용품,2018,4,mobile,"47,974"
여행 및 교통서비스,2018,4,mobile,"731,940"
문화 및 레저서비스,2018,4,mobile,"97,095"
e쿠폰서비스,2018,4,mobile,"112,090"
음식서비스,2018,4,mobile,"318,369"
기타서비스,2018,4,mobile,"33,421"
기타,2018,4,mobile,"118,425"
컴퓨터 및 주변기기,2018,4,web,"243,815"
가전·전자·통신기기,2018,4,web,"420,663"
서적,2018,4,web,"91,304"
사무·문구,2018,4,web,"41,862"
의복,2018,4,web,"447,945"
신발,2018,4,web,"55,859"
가방,2018,4,web,"49,197"
패션용품 및 액세서리,2018,4,web,"64,739"
스포츠·레저용품,2018,4,web,"129,065"
화장품,2018,4,web,"363,671"
아동·유아용품,2018,4,web,"85,677"
음·식료품,2018,4,web,"284,398"
농축수산물,2018,4,web,"71,138"
생활용품,2018,4,web,"272,221"
자동차 및 자동차용품,2018,4,web,"32,750"
가구,2018,4,web,"95,591"
애완용품,2018,4,web,"22,363"
여행 및 교통서비스,2018,4,web,"588,518"
문화 및 레저서비스,2018,4,web,"67,870"
e쿠폰서비스,2018,4,web,"21,048"
음식서비스,2018,4,web,"47,587"
기타서비스,2018,4,web,"28,747"
기타,2018,4,web,"102,789"
컴퓨터 및 주변기기,2018,5,mobile,"166,676"
가전·전자·통신기기,2018,5,mobile,"578,323"
서적,2018,5,mobile,"47,734"
사무·문구,2018,5,mobile,"24,464"
의복,2018,5,mobile,"648,036"
신발,2018,5,mobile,"115,010"
가방,2018,5,mobile,"142,386"
패션용품 및 액세서리,2018,5,mobile,"131,286"
스포츠·레저용품,2018,5,mobile,"193,374"
화장품,2018,5,mobile,"457,152"
아동·유아용품,2018,5,mobile,"225,249"
음·식료품,2018,5,mobile,"553,977"
농축수산물,2018,5,mobile,"148,502"
생활용품,2018,5,mobile,"456,275"
자동차 및 자동차용품,2018,5,mobile,"51,080"
가구,2018,5,mobile,"163,161"
애완용품,2018,5,mobile,"47,039"
여행 및 교통서비스,2018,5,mobile,"796,285"
문화 및 레저서비스,2018,5,mobile,"91,742"
e쿠폰서비스,2018,5,mobile,"137,108"
음식서비스,2018,5,mobile,"355,920"
기타서비스,2018,5,mobile,"29,302"
기타,2018,5,mobile,"117,098"
컴퓨터 및 주변기기,2018,5,web,"237,559"
가전·전자·통신기기,2018,5,web,"447,810"
서적,2018,5,web,"81,391"
사무·문구,2018,5,web,"39,157"
의복,2018,5,web,"453,370"
신발,2018,5,web,"57,571"
가방,2018,5,web,"48,223"
패션용품 및 액세서리,2018,5,web,"66,788"
스포츠·레저용품,2018,5,web,"137,411"
화장품,2018,5,web,"361,374"
아동·유아용품,2018,5,web,"85,549"
음·식료품,2018,5,web,"295,067"
농축수산물,2018,5,web,"73,233"
생활용품,2018,5,web,"259,687"
자동차 및 자동차용품,2018,5,web,"32,931"
가구,2018,5,web,"91,504"
애완용품,2018,5,web,"22,195"
여행 및 교통서비스,2018,5,web,"632,925"
문화 및 레저서비스,2018,5,web,"61,998"
e쿠폰서비스,2018,5,web,"31,942"
음식서비스,2018,5,web,"33,475"
기타서비스,2018,5,web,"29,079"
기타,2018,5,web,"105,807"
컴퓨터 및 주변기기,2018,6,mobile,"151,440"
가전·전자·통신기기,2018,6,mobile,"539,531"
서적,2018,6,mobile,"45,257"
사무·문구,2018,6,mobile,"23,319"
의복,2018,6,mobile,"607,131"
신발,2018,6,mobile,"108,990"
가방,2018,6,mobile,"131,338"
패션용품 및 액세서리,2018,6,mobile,"124,943"
스포츠·레저용품,2018,6,mobile,"191,456"
화장품,2018,6,mobile,"439,341"
아동·유아용품,2018,6,mobile,"199,563"
음·식료품,2018,6,mobile,"533,452"
농축수산물,2018,6,mobile,"145,068"
생활용품,2018,6,mobile,"442,828"
자동차 및 자동차용품,2018,6,mobile,"48,528"
가구,2018,6,mobile,"153,625"
애완용품,2018,6,mobile,"51,652"
여행 및 교통서비스,2018,6,mobile,"786,901"
문화 및 레저서비스,2018,6,mobile,"94,653"
e쿠폰서비스,2018,6,mobile,"130,958"
음식서비스,2018,6,mobile,"374,849"
기타서비스,2018,6,mobile,"28,634"
기타,2018,6,mobile,"104,495"
컴퓨터 및 주변기기,2018,6,web,"220,404"
가전·전자·통신기기,2018,6,web,"424,143"
서적,2018,6,web,"72,096"
사무·문구,2018,6,web,"36,238"
의복,2018,6,web,"410,733"
신발,2018,6,web,"55,260"
가방,2018,6,web,"45,187"
패션용품 및 액세서리,2018,6,web,"64,458"
스포츠·레저용품,2018,6,web,"133,562"
화장품,2018,6,web,"333,163"
아동·유아용품,2018,6,web,"72,371"
음·식료품,2018,6,web,"277,793"
농축수산물,2018,6,web,"69,204"
생활용품,2018,6,web,"245,069"
자동차 및 자동차용품,2018,6,web,"32,724"
가구,2018,6,web,"89,702"
애완용품,2018,6,web,"23,474"
여행 및 교통서비스,2018,6,web,"627,024"
문화 및 레저서비스,2018,6,web,"74,968"
e쿠폰서비스,2018,6,web,"34,733"
음식서비스,2018,6,web,"38,204"
기타서비스,2018,6,web,"30,702"
기타,2018,6,web,"95,910"
컴퓨터 및 주변기기,2018,7,mobile,"164,775"
가전·전자·통신기기,2018,7,mobile,"676,637"
서적,2018,7,mobile,"57,737"
사무·문구,2018,7,mobile,"24,920"
의복,2018,7,mobile,"597,582"
신발,2018,7,mobile,"106,288"
가방,2018,7,mobile,"141,822"
패션용품 및 액세서리,2018,7,mobile,"139,706"
스포츠·레저용품,2018,7,mobile,"215,110"
화장품,2018,7,mobile,"443,006"
아동·유아용품,2018,7,mobile,"215,258"
음·식료품,2018,7,mobile,"568,131"
농축수산물,2018,7,mobile,"149,306"
생활용품,2018,7,mobile,"481,341"
자동차 및 자동차용품,2018,7,mobile,"55,245"
가구,2018,7,mobile,"159,115"
애완용품,2018,7,mobile,"53,975"
여행 및 교통서비스,2018,7,mobile,"899,752"
문화 및 레저서비스,2018,7,mobile,"100,614"
e쿠폰서비스,2018,7,mobile,"139,718"
음식서비스,2018,7,mobile,"415,437"
기타서비스,2018,7,mobile,"31,983"
기타,2018,7,mobile,"106,564"
컴퓨터 및 주변기기,2018,7,web,"239,475"
가전·전자·통신기기,2018,7,web,"511,557"
서적,2018,7,web,"90,323"
사무·문구,2018,7,web,"37,606"
의복,2018,7,web,"394,750"
신발,2018,7,web,"51,664"
가방,2018,7,web,"50,196"
패션용품 및 액세서리,2018,7,web,"70,239"
스포츠·레저용품,2018,7,web,"145,252"
화장품,2018,7,web,"335,961"
아동·유아용품,2018,7,web,"72,132"
음·식료품,2018,7,web,"298,775"
농축수산물,2018,7,web,"74,924"
생활용품,2018,7,web,"258,839"
자동차 및 자동차용품,2018,7,web,"35,786"
가구,2018,7,web,"88,726"
애완용품,2018,7,web,"21,873"
여행 및 교통서비스,2018,7,web,"668,379"
문화 및 레저서비스,2018,7,web,"63,614"
e쿠폰서비스,2018,7,web,"32,188"
음식서비스,2018,7,web,"41,490"
기타서비스,2018,7,web,"30,437"
기타,2018,7,web,"95,215"
컴퓨터 및 주변기기,2018,8,mobile,"169,705"
가전·전자·통신기기,2018,8,mobile,"535,814"
서적,2018,8,mobile,"57,276"
사무·문구,2018,8,mobile,"24,461"
의복,2018,8,mobile,"501,473"
신발,2018,8,mobile,"87,067"
가방,2018,8,mobile,"135,402"
패션용품 및 액세서리,2018,8,mobile,"127,241"
스포츠·레저용품,2018,8,mobile,"176,711"
화장품,2018,8,mobile,"459,509"
아동·유아용품,2018,8,mobile,"207,562"
음·식료품,2018,8,mobile,"603,681"
농축수산물,2018,8,mobile,"160,790"
생활용품,2018,8,mobile,"470,832"
자동차 및 자동차용품,2018,8,mobile,"51,583"
가구,2018,8,mobile,"157,881"
애완용품,2018,8,mobile,"50,031"
여행 및 교통서비스,2018,8,mobile,"909,075"
문화 및 레저서비스,2018,8,mobile,"138,171"
e쿠폰서비스,2018,8,mobile,"152,998"
음식서비스,2018,8,mobile,"453,319"
기타서비스,2018,8,mobile,"33,127"
기타,2018,8,mobile,"106,850"
컴퓨터 및 주변기기,2018,8,web,"249,200"
가전·전자·통신기기,2018,8,web,"424,778"
서적,2018,8,web,"91,948"
사무·문구,2018,8,web,"37,810"
의복,2018,8,web,"326,889"
신발,2018,8,web,"38,886"
가방,2018,8,web,"45,336"
패션용품 및 액세서리,2018,8,web,"67,109"
스포츠·레저용품,2018,8,web,"123,519"
화장품,2018,8,web,"342,475"
아동·유아용품,2018,8,web,"68,243"
음·식료품,2018,8,web,"301,451"
농축수산물,2018,8,web,"74,292"
생활용품,2018,8,web,"244,105"
자동차 및 자동차용품,2018,8,web,"33,296"
가구,2018,8,web,"86,515"
애완용품,2018,8,web,"21,450"
여행 및 교통서비스,2018,8,web,"650,988"
문화 및 레저서비스,2018,8,web,"75,356"
e쿠폰서비스,2018,8,web,"27,793"
음식서비스,2018,8,web,"43,611"
기타서비스,2018,8,web,"28,968"
기타,2018,8,web,"95,804"
컴퓨터 및 주변기기,2018,9,mobile,"155,899"
가전·전자·통신기기,2018,9,mobile,"451,538"
서적,2018,9,mobile,"50,715"
사무·문구,2018,9,mobile,"24,862"
의복,2018,9,mobile,"604,591"
신발,2018,9,mobile,"92,588"
가방,2018,9,mobile,"134,965"
패션용품 및 액세서리,2018,9,mobile,"112,025"
스포츠·레저용품,2018,9,mobile,"178,000"
화장품,2018,9,mobile,"456,801"
아동·유아용품,2018,9,mobile,"205,124"
음·식료품,2018,9,mobile,"649,172"
농축수산물,2018,9,mobile,"183,571"
생활용품,2018,9,mobile,"452,938"
자동차 및 자동차용품,2018,9,mobile,"47,628"
가구,2018,9,mobile,"158,782"
애완용품,2018,9,mobile,"48,060"
여행 및 교통서비스,2018,9,mobile,"749,872"
문화 및 레저서비스,2018,9,mobile,"109,445"
e쿠폰서비스,2018,9,mobile,"168,207"
음식서비스,2018,9,mobile,"423,648"
기타서비스,2018,9,mobile,"37,839"
기타,2018,9,mobile,"116,839"
컴퓨터 및 주변기기,2018,9,web,"226,280"
가전·전자·통신기기,2018,9,web,"340,868"
서적,2018,9,web,"77,468"
사무·문구,2018,9,web,"33,529"
의복,2018,9,web,"399,362"
신발,2018,9,web,"46,884"
가방,2018,9,web,"41,905"
패션용품 및 액세서리,2018,9,web,"57,332"
스포츠·레저용품,2018,9,web,"126,162"
화장품,2018,9,web,"392,815"
아동·유아용품,2018,9,web,"68,616"
음·식료품,2018,9,web,"350,883"
농축수산물,2018,9,web,"126,449"
생활용품,2018,9,web,"238,866"
자동차 및 자동차용품,2018,9,web,"30,829"
가구,2018,9,web,"83,475"
애완용품,2018,9,web,"18,168"
여행 및 교통서비스,2018,9,web,"515,727"
문화 및 레저서비스,2018,9,web,"73,836"
e쿠폰서비스,2018,9,web,"35,669"
음식서비스,2018,9,web,"40,102"
기타서비스,2018,9,web,"95,345"
기타,2018,9,web,"103,602"
컴퓨터 및 주변기기,2018,10,mobile,"165,626"
가전·전자·통신기기,2018,10,mobile,"559,968"
서적,2018,10,mobile,"51,156"
사무·문구,2018,10,mobile,"29,782"
의복,2018,10,mobile,"857,624"
신발,2018,10,mobile,"113,895"
가방,2018,10,mobile,"140,222"
패션용품 및 액세서리,2018,10,mobile,"123,842"
스포츠·레저용품,2018,10,mobile,"232,078"
화장품,2018,10,mobile,"492,829"
아동·유아용품,2018,10,mobile,"231,320"
음·식료품,2018,10,mobile,"611,763"
농축수산물,2018,10,mobile,"158,130"
생활용품,2018,10,mobile,"516,271"
자동차 및 자동차용품,2018,10,mobile,"53,262"
가구,2018,10,mobile,"193,892"
애완용품,2018,10,mobile,"48,566"
여행 및 교통서비스,2018,10,mobile,"742,626"
문화 및 레저서비스,2018,10,mobile,"125,104"
e쿠폰서비스,2018,10,mobile,"168,555"
음식서비스,2018,10,mobile,"460,967"
기타서비스,2018,10,mobile,"35,564"
기타,2018,10,mobile,"129,898"
컴퓨터 및 주변기기,2018,10,web,"254,118"
가전·전자·통신기기,2018,10,web,"429,553"
서적,2018,10,web,"80,587"
사무·문구,2018,10,web,"41,333"
의복,2018,10,web,"493,284"
신발,2018,10,web,"50,340"
가방,2018,10,web,"44,515"
패션용품 및 액세서리,2018,10,web,"58,805"
스포츠·레저용품,2018,10,web,"157,246"
화장품,2018,10,web,"401,459"
아동·유아용품,2018,10,web,"77,542"
음·식료품,2018,10,web,"298,644"
농축수산물,2018,10,web,"79,931"
생활용품,2018,10,web,"272,434"
자동차 및 자동차용품,2018,10,web,"34,981"
가구,2018,10,web,"102,783"
애완용품,2018,10,web,"21,100"
여행 및 교통서비스,2018,10,web,"586,580"
문화 및 레저서비스,2018,10,web,"61,376"
e쿠폰서비스,2018,10,web,"34,178"
음식서비스,2018,10,web,"41,489"
기타서비스,2018,10,web,"39,959"
기타,2018,10,web,"111,266"
컴퓨터 및 주변기기,2018,11,mobile,"192,882"
가전·전자·통신기기,2018,11,mobile,"664,944"
서적,2018,11,mobile,"56,107"
사무·문구,2018,11,mobile,"33,099"
의복,2018,11,mobile,"927,971"
신발,2018,11,mobile,"130,879"
가방,2018,11,mobile,"136,635"
패션용품 및 액세서리,2018,11,mobile,"131,490"
스포츠·레저용품,2018,11,mobile,"223,624"
화장품,2018,11,mobile,"512,836"
아동·유아용품,2018,11,mobile,"230,956"
음·식료품,2018,11,mobile,"621,073"
농축수산물,2018,11,mobile,"170,752"
생활용품,2018,11,mobile,"526,203"
자동차 및 자동차용품,2018,11,mobile,"55,994"
가구,2018,11,mobile,"192,546"
애완용품,2018,11,mobile,"48,551"
여행 및 교통서비스,2018,11,mobile,"747,692"
문화 및 레저서비스,2018,11,mobile,"113,638"
e쿠폰서비스,2018,11,mobile,"199,645"
음식서비스,2018,11,mobile,"468,405"
기타서비스,2018,11,mobile,"32,916"
기타,2018,11,mobile,"169,252"
컴퓨터 및 주변기기,2018,11,web,"275,284"
가전·전자·통신기기,2018,11,web,"517,411"
서적,2018,11,web,"86,299"
사무·문구,2018,11,web,"43,264"
의복,2018,11,web,"554,222"
신발,2018,11,web,"57,508"
가방,2018,11,web,"43,401"
패션용품 및 액세서리,2018,11,web,"60,670"
스포츠·레저용품,2018,11,web,"150,248"
화장품,2018,11,web,"398,730"
아동·유아용품,2018,11,web,"79,117"
음·식료품,2018,11,web,"306,595"
농축수산물,2018,11,web,"85,916"
생활용품,2018,11,web,"273,645"
자동차 및 자동차용품,2018,11,web,"42,105"
가구,2018,11,web,"103,195"
애완용품,2018,11,web,"19,750"
여행 및 교통서비스,2018,11,web,"548,742"
문화 및 레저서비스,2018,11,web,"73,373"
e쿠폰서비스,2018,11,web,"39,540"
음식서비스,2018,11,web,"42,091"
기타서비스,2018,11,web,"42,304"
기타,2018,11,web,"142,644"
컴퓨터 및 주변기기,2018,12,mobile,"206,895"
가전·전자·통신기기,2018,12,mobile,"573,086"
서적,2018,12,mobile,"65,657"
사무·문구,2018,12,mobile,"38,890"
의복,2018,12,mobile,"880,877"
신발,2018,12,mobile,"124,855"
가방,2018,12,mobile,"153,599"
패션용품 및 액세서리,2018,12,mobile,"151,613"
스포츠·레저용품,2018,12,mobile,"199,688"
화장품,2018,12,mobile,"520,553"
아동·유아용품,2018,12,mobile,"292,866"
음·식료품,2018,12,mobile,"610,357"
농축수산물,2018,12,mobile,"173,774"
생활용품,2018,12,mobile,"516,470"
자동차 및 자동차용품,2018,12,mobile,"56,612"
가구,2018,12,mobile,"181,287"
애완용품,2018,12,mobile,"48,227"
여행 및 교통서비스,2018,12,mobile,"824,163"
문화 및 레저서비스,2018,12,mobile,"127,346"
e쿠폰서비스,2018,12,mobile,"227,077"
음식서비스,2018,12,mobile,"577,758"
기타서비스,2018,12,mobile,"34,672"
기타,2018,12,mobile,"168,526"
컴퓨터 및 주변기기,2018,12,web,"294,467"
가전·전자·통신기기,2018,12,web,"470,859"
서적,2018,12,web,"102,843"
사무·문구,2018,12,web,"50,853"
의복,2018,12,web,"509,666"
신발,2018,12,web,"54,381"
가방,2018,12,web,"47,722"
패션용품 및 액세서리,2018,12,web,"69,189"
스포츠·레저용품,2018,12,web,"133,187"
화장품,2018,12,web,"352,694"
아동·유아용품,2018,12,web,"100,708"
음·식료품,2018,12,web,"315,251"
농축수산물,2018,12,web,"80,784"
생활용품,2018,12,web,"271,350"
자동차 및 자동차용품,2018,12,web,"38,056"
가구,2018,12,web,"98,788"
애완용품,2018,12,web,"19,851"
여행 및 교통서비스,2018,12,web,"572,556"
문화 및 레저서비스,2018,12,web,"69,403"
e쿠폰서비스,2018,12,web,"40,676"
음식서비스,2018,12,web,"52,591"
기타서비스,2018,12,web,"43,518"
기타,2018,12,web,"145,458"
컴퓨터 및 주변기기,2019,1,mobile,"232,016"
가전·전자·통신기기,2019,1,mobile,"611,551"
서적,2019,1,mobile,"73,920"
사무·문구,2019,1,mobile,"37,433"
의복,2019,1,mobile,"653,845"
신발,2019,1,mobile,"102,086"
가방,2019,1,mobile,"151,766"
패션용품 및 액세서리,2019,1,mobile,"133,863"
스포츠·레저용품,2019,1,mobile,"165,312"
화장품,2019,1,mobile,"572,616"
아동·유아용품,2019,1,mobile,"237,986"
음·식료품,2019,1,mobile,"796,103"
농축수산물,2019,1,mobile,"269,825"
생활용품,2019,1,mobile,"557,289"
자동차 및 자동차용품,2019,1,mobile,"61,383"
가구,2019,1,mobile,"187,910"
애완용품,2019,1,mobile,"52,633"
여행 및 교통서비스,2019,1,mobile,"904,380"
문화 및 레저서비스,2019,1,mobile,"98,877"
e쿠폰서비스,2019,1,mobile,"204,146"
음식서비스,2019,1,mobile,"568,558"
기타서비스,2019,1,mobile,"35,746"
기타,2019,1,mobile,"108,084"
컴퓨터 및 주변기기,2019,1,web,"329,496"
가전·전자·통신기기,2019,1,web,"451,529"
서적,2019,1,web,"100,029"
사무·문구,2019,1,web,"42,332"
의복,2019,1,web,"453,476"
신발,2019,1,web,"57,560"
가방,2019,1,web,"50,523"
패션용품 및 액세서리,2019,1,web,"57,407"
스포츠·레저용품,2019,1,web,"110,120"
화장품,2019,1,web,"328,732"
아동·유아용품,2019,1,web,"75,693"
음·식료품,2019,1,web,"397,250"
농축수산물,2019,1,web,"143,447"
생활용품,2019,1,web,"274,481"
자동차 및 자동차용품,2019,1,web,"35,085"
가구,2019,1,web,"96,792"
애완용품,2019,1,web,"20,185"
여행 및 교통서비스,2019,1,web,"634,258"
문화 및 레저서비스,2019,1,web,"68,836"
e쿠폰서비스,2019,1,web,"35,976"
음식서비스,2019,1,web,"53,351"
기타서비스,2019,1,web,"62,056"
기타,2019,1,web,"115,855"
컴퓨터 및 주변기기,2019,2,mobile,"237,163"
가전·전자·통신기기,2019,2,mobile,"578,935"
서적,2019,2,mobile,"63,967"
사무·문구,2019,2,mobile,"33,966"
의복,2019,2,mobile,"574,960"
신발,2019,2,mobile,"103,257"
가방,2019,2,mobile,"162,258"
패션용품 및 액세서리,2019,2,mobile,"127,988"
스포츠·레저용품,2019,2,mobile,"150,020"
화장품,2019,2,mobile,"561,471"
아동·유아용품,2019,2,mobile,"217,104"
음·식료품,2019,2,mobile,"593,161"
농축수산물,2019,2,mobile,"164,432"
생활용품,2019,2,mobile,"496,403"
자동차 및 자동차용품,2019,2,mobile,"50,653"
가구,2019,2,mobile,"184,617"
애완용품,2019,2,mobile,"45,431"
여행 및 교통서비스,2019,2,mobile,"830,402"
문화 및 레저서비스,2019,2,mobile,"113,392"
e쿠폰서비스,2019,2,mobile,"207,319"
음식서비스,2019,2,mobile,"566,204"
기타서비스,2019,2,mobile,"34,027"
기타,2019,2,mobile,"104,577"
컴퓨터 및 주변기기,2019,2,web,"305,306"
가전·전자·통신기기,2019,2,web,"403,124"
서적,2019,2,web,"90,350"
사무·문구,2019,2,web,"37,243"
의복,2019,2,web,"384,783"
신발,2019,2,web,"53,174"
가방,2019,2,web,"49,676"
패션용품 및 액세서리,2019,2,web,"57,275"
스포츠·레저용품,2019,2,web,"101,920"
화장품,2019,2,web,"301,601"
아동·유아용품,2019,2,web,"69,315"
음·식료품,2019,2,web,"274,273"
농축수산물,2019,2,web,"66,686"
생활용품,2019,2,web,"239,248"
자동차 및 자동차용품,2019,2,web,"29,204"
가구,2019,2,web,"89,084"
애완용품,2019,2,web,"19,901"
여행 및 교통서비스,2019,2,web,"587,030"
문화 및 레저서비스,2019,2,web,"69,543"
e쿠폰서비스,2019,2,web,"26,790"
음식서비스,2019,2,web,"48,759"
기타서비스,2019,2,web,"43,859"
기타,2019,2,web,"117,022"
컴퓨터 및 주변기기,2019,3,mobile,"219,156"
가전·전자·통신기기,2019,3,mobile,"756,020"
서적,2019,3,mobile,"81,975"
사무·문구,2019,3,mobile,"38,063"
의복,2019,3,mobile,"770,960"
신발,2019,3,mobile,"131,109"
가방,2019,3,mobile,"176,296"
패션용품 및 액세서리,2019,3,mobile,"144,911"
스포츠·레저용품,2019,3,mobile,"192,918"
화장품,2019,3,mobile,"609,446"
아동·유아용품,2019,3,mobile,"256,428"
음·식료품,2019,3,mobile,"696,293"
농축수산물,2019,3,mobile,"192,821"
생활용품,2019,3,mobile,"578,305"
자동차 및 자동차용품,2019,3,mobile,"63,498"
가구,2019,3,mobile,"205,141"
애완용품,2019,3,mobile,"51,353"
여행 및 교통서비스,2019,3,mobile,"798,643"
문화 및 레저서비스,2019,3,mobile,"102,617"
e쿠폰서비스,2019,3,mobile,"223,209"
음식서비스,2019,3,mobile,"639,833"
기타서비스,2019,3,mobile,"38,262"
기타,2019,3,mobile,"121,766"
컴퓨터 및 주변기기,2019,3,web,"313,340"
가전·전자·통신기기,2019,3,web,"568,865"
서적,2019,3,web,"114,766"
사무·문구,2019,3,web,"43,678"
의복,2019,3,web,"467,275"
신발,2019,3,web,"75,702"
가방,2019,3,web,"53,787"
패션용품 및 액세서리,2019,3,web,"66,365"
스포츠·레저용품,2019,3,web,"138,742"
화장품,2019,3,web,"416,273"
아동·유아용품,2019,3,web,"81,126"
음·식료품,2019,3,web,"330,978"
농축수산물,2019,3,web,"85,583"
생활용품,2019,3,web,"290,887"
자동차 및 자동차용품,2019,3,web,"43,395"
가구,2019,3,web,"104,367"
애완용품,2019,3,web,"21,791"
여행 및 교통서비스,2019,3,web,"581,118"
문화 및 레저서비스,2019,3,web,"73,468"
e쿠폰서비스,2019,3,web,"34,335"
음식서비스,2019,3,web,"54,675"
기타서비스,2019,3,web,"40,724"
기타,2019,3,web,"205,975"
컴퓨터 및 주변기기,2019,4,mobile,"189,807"
가전·전자·통신기기,2019,4,mobile,"610,496"
서적,2019,4,mobile,"61,239"
사무·문구,2019,4,mobile,"36,190"
의복,2019,4,mobile,"739,473"
신발,2019,4,mobile,"126,046"
가방,2019,4,mobile,"163,407"
패션용품 및 액세서리,2019,4,mobile,"140,228"
스포츠·레저용품,2019,4,mobile,"205,397"
화장품,2019,4,mobile,"579,626"
아동·유아용품,2019,4,mobile,"257,972"
음·식료품,2019,4,mobile,"710,012"
농축수산물,2019,4,mobile,"195,328"
생활용품,2019,4,mobile,"527,740"
자동차 및 자동차용품,2019,4,mobile,"58,413"
가구,2019,4,mobile,"189,071"
애완용품,2019,4,mobile,"51,858"
여행 및 교통서비스,2019,4,mobile,"808,109"
문화 및 레저서비스,2019,4,mobile,"105,113"
e쿠폰서비스,2019,4,mobile,"197,050"
음식서비스,2019,4,mobile,"637,236"
기타서비스,2019,4,mobile,"36,933"
기타,2019,4,mobile,"89,517"
컴퓨터 및 주변기기,2019,4,web,"279,362"
가전·전자·통신기기,2019,4,web,"523,731"
서적,2019,4,web,"86,671"
사무·문구,2019,4,web,"44,447"
의복,2019,4,web,"464,610"
신발,2019,4,web,"78,125"
가방,2019,4,web,"55,233"
패션용품 및 액세서리,2019,4,web,"73,293"
스포츠·레저용품,2019,4,web,"155,688"
화장품,2019,4,web,"384,095"
아동·유아용품,2019,4,web,"96,255"
음·식료품,2019,4,web,"348,841"
농축수산물,2019,4,web,"90,963"
생활용품,2019,4,web,"294,143"
자동차 및 자동차용품,2019,4,web,"39,003"
가구,2019,4,web,"99,194"
애완용품,2019,4,web,"24,066"
여행 및 교통서비스,2019,4,web,"586,949"
문화 및 레저서비스,2019,4,web,"94,922"
e쿠폰서비스,2019,4,web,"29,748"
음식서비스,2019,4,web,"49,084"
기타서비스,2019,4,web,"42,662"
기타,2019,4,web,"106,440"
컴퓨터 및 주변기기,2019,5,mobile,"176,325"
가전·전자·통신기기,2019,5,mobile,"719,082"
서적,2019,5,mobile,"55,150"
사무·문구,2019,5,mobile,"33,876"
의복,2019,5,mobile,"778,175"
신발,2019,5,mobile,"133,233"
가방,2019,5,mobile,"169,509"
패션용품 및 액세서리,2019,5,mobile,"157,272"
스포츠·레저용품,2019,5,mobile,"240,235"
화장품,2019,5,mobile,"593,608"
아동·유아용품,2019,5,mobile,"258,008"
음·식료품,2019,5,mobile,"747,270"
농축수산물,2019,5,mobile,"196,679"
생활용품,2019,5,mobile,"565,994"
자동차 및 자동차용품,2019,5,mobile,"63,207"
가구,2019,5,mobile,"186,633"
애완용품,2019,5,mobile,"53,419"
여행 및 교통서비스,2019,5,mobile,"875,280"
문화 및 레저서비스,2019,5,mobile,"103,309"
e쿠폰서비스,2019,5,mobile,"240,829"
음식서비스,2019,5,mobile,"692,525"
기타서비스,2019,5,mobile,"44,706"
기타,2019,5,mobile,"98,440"
컴퓨터 및 주변기기,2019,5,web,"263,783"
가전·전자·통신기기,2019,5,web,"577,082"
서적,2019,5,web,"78,172"
사무·문구,2019,5,web,"38,273"
의복,2019,5,web,"500,106"
신발,2019,5,web,"84,205"
가방,2019,5,web,"55,623"
패션용품 및 액세서리,2019,5,web,"76,517"
스포츠·레저용품,2019,5,web,"168,489"
화장품,2019,5,web,"396,828"
아동·유아용품,2019,5,web,"89,934"
음·식료품,2019,5,web,"364,339"
농축수산물,2019,5,web,"88,609"
생활용품,2019,5,web,"296,296"
자동차 및 자동차용품,2019,5,web,"43,129"
가구,2019,5,web,"103,232"
